index,II,NONEABP,PLETH,RESP, RESP, HR, PULSE, SpO2, NBP SYS, NBP DIAS, NBP MEAN, PlsNBP, ABP MEAN, ABP SYS, ABP DIAS, Tblood, CVP, CCI, CCO, C.I., CO, SVRI,sumpt
2022-07-08 05:40:40.008,56.0,0.0,128.0,119.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.016,58.0,0.0,128.0,118.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.024,56.0,0.0,128.0,116.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.032,55.0,0.0,128.0,115.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.040,58.0,0.0,128.0,113.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.048,60.0,0.0,128.0,111.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.056,53.0,0.0,128.0,109.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.064,63.0,0.0,128.0,107.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.072,109.0,0.0,128.0,105.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.080,164.0,0.0,128.0,102.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.088,141.0,0.0,128.0,100.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.096,76.0,0.0,128.0,97.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.104,54.0,0.0,128.0,94.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.112,57.0,0.0,128.0,92.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.120,57.0,0.0,128.0,88.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.128,50.0,0.0,128.0,85.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.136,50.0,0.0,128.0,82.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.144,53.0,0.0,128.0,78.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.152,54.0,0.0,128.0,75.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.160,50.0,0.0,128.0,72.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.168,51.0,0.0,128.0,68.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.176,51.0,0.0,128.0,65.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.184,51.0,0.0,128.0,62.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.192,53.0,0.0,128.0,58.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.200,53.0,0.0,128.0,55.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.208,50.0,0.0,128.0,52.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.216,49.0,0.0,128.0,49.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.224,53.0,0.0,128.0,46.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.232,52.0,0.0,128.0,43.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.240,51.0,0.0,128.0,40.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.248,51.0,0.0,128.0,37.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.256,52.0,0.0,128.0,35.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.264,51.0,0.0,128.0,32.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.272,50.0,0.0,128.0,30.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.280,51.0,0.0,128.0,28.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.288,50.0,0.0,128.0,26.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.296,55.0,0.0,128.0,24.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.304,52.0,0.0,128.0,22.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.312,57.0,0.0,128.0,21.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.320,59.0,0.0,128.0,20.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.328,65.0,0.0,128.0,19.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.336,62.0,0.0,128.0,18.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.344,64.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.352,66.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.360,65.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.368,65.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.376,62.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.384,66.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.392,69.0,0.0,128.0,18.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.400,66.0,0.0,128.0,18.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.408,65.0,0.0,128.0,19.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.416,67.0,0.0,128.0,19.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.424,65.0,0.0,128.0,20.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.432,66.0,0.0,128.0,21.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.440,64.0,0.0,128.0,22.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.448,63.0,0.0,128.0,22.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.456,66.0,0.0,128.0,23.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.464,61.0,0.0,128.0,24.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.472,60.0,0.0,128.0,25.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.480,57.0,0.0,128.0,25.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.488,56.0,0.0,128.0,26.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.496,58.0,0.0,128.0,27.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.504,58.0,0.0,128.0,28.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.512,57.0,0.0,128.0,28.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.520,58.0,0.0,128.0,29.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.528,58.0,0.0,128.0,29.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.536,57.0,0.0,128.0,30.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.544,68.0,0.0,128.0,30.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.552,105.0,0.0,128.0,31.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.560,165.0,0.0,128.0,31.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.568,171.0,0.0,128.0,32.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.576,79.0,0.0,128.0,32.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.584,50.0,0.0,128.0,33.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.592,50.0,0.0,128.0,33.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.600,53.0,0.0,128.0,33.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.608,52.0,0.0,128.0,34.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.616,54.0,0.0,128.0,34.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.624,58.0,0.0,128.0,34.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.632,59.0,0.0,128.0,35.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.640,55.0,0.0,128.0,35.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.648,55.0,0.0,128.0,36.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.656,56.0,0.0,128.0,37.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.664,57.0,0.0,128.0,37.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.672,58.0,0.0,128.0,38.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.680,55.0,0.0,128.0,39.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.688,55.0,0.0,128.0,41.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.696,60.0,0.0,128.0,42.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.704,60.0,0.0,128.0,44.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.712,59.0,0.0,128.0,45.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.720,57.0,0.0,128.0,47.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.728,59.0,0.0,128.0,50.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.736,60.0,0.0,128.0,52.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.744,61.0,0.0,128.0,54.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.752,60.0,0.0,128.0,57.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.760,63.0,0.0,128.0,60.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.768,59.0,0.0,128.0,63.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.776,62.0,0.0,128.0,66.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.784,63.0,0.0,128.0,69.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.792,58.0,0.0,128.0,73.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.800,59.0,0.0,128.0,77.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.808,59.0,0.0,128.0,81.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.816,60.0,0.0,128.0,85.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.824,63.0,0.0,128.0,90.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.832,66.0,0.0,128.0,94.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.840,65.0,0.0,128.0,99.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.848,70.0,0.0,128.0,104.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.856,72.0,0.0,128.0,109.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.864,69.0,0.0,128.0,114.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.872,71.0,0.0,128.0,118.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.880,68.0,0.0,128.0,123.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.888,69.0,0.0,128.0,128.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.896,68.0,0.0,128.0,132.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.904,72.0,0.0,128.0,136.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.912,73.0,0.0,128.0,141.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.920,71.0,0.0,128.0,144.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.928,69.0,0.0,128.0,148.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.936,68.0,0.0,128.0,151.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.944,65.0,0.0,128.0,155.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.952,61.0,0.0,128.0,157.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.960,62.0,0.0,128.0,160.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.968,59.0,0.0,128.0,162.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.976,60.0,0.0,128.0,164.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.984,58.0,0.0,128.0,165.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:40.992,59.0,0.0,128.0,167.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.000,63.0,0.0,128.0,168.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.008,58.0,0.0,128.0,168.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.016,61.0,0.0,128.0,169.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.024,60.0,0.0,128.0,169.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.032,73.0,0.0,128.0,169.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.040,123.0,0.0,128.0,169.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.048,170.0,0.0,128.0,169.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.056,135.0,0.0,128.0,169.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.064,70.0,0.0,128.0,169.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.072,55.0,0.0,128.0,168.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.080,58.0,0.0,128.0,168.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.088,55.0,0.0,128.0,167.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.096,51.0,0.0,128.0,167.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.104,50.0,0.0,128.0,166.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.112,55.0,0.0,128.0,165.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.120,55.0,0.0,128.0,165.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.128,51.0,0.0,128.0,164.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.136,52.0,0.0,128.0,163.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.144,53.0,0.0,128.0,163.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.152,56.0,0.0,128.0,162.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.160,54.0,0.0,128.0,161.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.168,56.0,0.0,128.0,161.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.176,59.0,0.0,128.0,160.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.184,56.0,0.0,128.0,159.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.192,57.0,0.0,128.0,158.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.200,57.0,0.0,128.0,157.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.208,58.0,0.0,128.0,157.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.216,60.0,0.0,128.0,156.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.224,53.0,0.0,128.0,155.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.232,55.0,0.0,128.0,155.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.240,53.0,0.0,128.0,154.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.248,54.0,0.0,128.0,154.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.256,57.0,0.0,128.0,153.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.264,57.0,0.0,128.0,152.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.272,58.0,0.0,128.0,152.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.280,57.0,0.0,128.0,151.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.288,62.0,0.0,128.0,151.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.296,68.0,0.0,128.0,151.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.304,70.0,0.0,128.0,150.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.312,67.0,0.0,128.0,150.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.320,71.0,0.0,128.0,150.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.328,69.0,0.0,128.0,149.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.336,70.0,0.0,128.0,149.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.344,70.0,0.0,128.0,149.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.352,71.0,0.0,128.0,149.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.360,69.0,0.0,128.0,148.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.368,68.0,0.0,128.0,148.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.376,65.0,0.0,128.0,148.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.384,67.0,0.0,128.0,147.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.392,69.0,0.0,128.0,147.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.400,70.0,0.0,128.0,146.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.408,63.0,0.0,128.0,146.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.416,62.0,0.0,128.0,146.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.424,62.0,0.0,128.0,145.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.432,59.0,0.0,128.0,144.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.440,58.0,0.0,128.0,144.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.448,56.0,0.0,128.0,143.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.456,53.0,0.0,128.0,142.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.464,55.0,0.0,128.0,141.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.472,55.0,0.0,128.0,140.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.480,55.0,0.0,128.0,139.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.488,57.0,0.0,128.0,138.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.496,52.0,0.0,128.0,137.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.504,51.0,0.0,128.0,136.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.512,67.0,0.0,128.0,135.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.520,120.0,0.0,128.0,134.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.528,162.0,0.0,128.0,132.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.536,122.0,0.0,128.0,131.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.544,65.0,0.0,128.0,130.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.552,50.0,0.0,128.0,128.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.560,46.0,0.0,128.0,126.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.568,45.0,0.0,128.0,125.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.576,48.0,0.0,128.0,123.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.584,47.0,0.0,128.0,121.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.592,43.0,0.0,128.0,118.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.600,46.0,0.0,128.0,116.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.608,46.0,0.0,128.0,114.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.616,46.0,0.0,128.0,111.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.624,50.0,0.0,128.0,109.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.632,47.0,0.0,128.0,106.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.640,48.0,0.0,128.0,103.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.648,51.0,0.0,128.0,100.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.656,49.0,0.0,128.0,97.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.664,49.0,0.0,128.0,94.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.672,47.0,0.0,128.0,90.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.680,49.0,0.0,128.0,87.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.688,50.0,0.0,128.0,83.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.696,46.0,0.0,128.0,80.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.704,48.0,0.0,128.0,76.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.712,47.0,0.0,128.0,73.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.720,49.0,0.0,128.0,69.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.728,50.0,0.0,128.0,66.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.736,48.0,0.0,128.0,62.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.744,51.0,0.0,128.0,59.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.752,53.0,0.0,128.0,56.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.760,54.0,0.0,128.0,52.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.768,56.0,0.0,128.0,49.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.776,57.0,0.0,128.0,46.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.784,59.0,0.0,128.0,43.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.792,59.0,0.0,128.0,41.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.800,59.0,0.0,128.0,38.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.808,60.0,0.0,128.0,36.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.816,59.0,0.0,128.0,34.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.824,62.0,0.0,128.0,32.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.832,62.0,0.0,128.0,31.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.840,59.0,0.0,128.0,29.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.848,61.0,0.0,128.0,28.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.856,65.0,0.0,128.0,27.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.864,66.0,0.0,128.0,26.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.872,62.0,0.0,128.0,25.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.880,64.0,0.0,128.0,24.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.888,60.0,0.0,128.0,23.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.896,57.0,0.0,128.0,23.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.904,57.0,0.0,128.0,22.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.912,59.0,0.0,128.0,22.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.920,56.0,0.0,128.0,21.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.928,53.0,0.0,128.0,20.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.936,54.0,0.0,128.0,20.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.944,52.0,0.0,128.0,20.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.952,56.0,0.0,128.0,19.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.960,57.0,0.0,128.0,19.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.968,55.0,0.0,128.0,19.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.976,55.0,0.0,128.0,18.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.984,58.0,0.0,128.0,18.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:41.992,80.0,0.0,128.0,18.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.000,142.0,0.0,128.0,18.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.008,166.0,0.0,128.0,18.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.016,102.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.024,52.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.032,46.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.040,49.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.048,53.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.056,51.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.064,52.0,0.0,128.0,17.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.072,52.0,0.0,128.0,18.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.080,53.0,0.0,128.0,18.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.088,53.0,0.0,128.0,18.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.096,54.0,0.0,128.0,19.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.104,53.0,0.0,128.0,19.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.112,55.0,0.0,128.0,20.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.120,57.0,0.0,128.0,21.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.128,55.0,0.0,128.0,21.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.136,55.0,0.0,128.0,22.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.144,57.0,0.0,128.0,23.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.152,58.0,0.0,128.0,25.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.160,58.0,0.0,128.0,26.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.168,59.0,0.0,128.0,27.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.176,59.0,0.0,128.0,29.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.184,61.0,0.0,128.0,30.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.192,63.0,0.0,128.0,32.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.200,60.0,0.0,128.0,34.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.208,61.0,0.0,128.0,36.0,,,,,,,,,,,,,,,,,,,
2022-07-08 05:40:42.216,56.0,0.0,128.0,37.0,,,,,,,,,,,,,,,,,,,
